genre;Author F L;Co-authors;Series;Series number;Title;Year
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;10.0;The Fowl Proposal ;2016
fiction_sf&fantasy;Lindsay Buroker;;Dragon Blood;11.0;Oaths ;2017
fiction_sf&fantasy;Lindsay Buroker;;Dragon Gate;1.0;Kingdoms at War ;2021
fiction_sf&fantasy;Lindsay Buroker;;Dragon Gate;2.0;Art of the Hunt ;2021
fiction_sf&fantasy;Lindsay Buroker;;Dragon Gate;3.0;Broken by Magic ;2021
fiction_sf&fantasy;Lindsay Buroker;;Dragon Gate;4.0;Chosen for Power ;2021
fiction_sf&fantasy;Lindsay Buroker;;Dragon Gate;5.0;Sky on Fire ;2022
fiction_sf&fantasy;Lindsay Buroker;;Dragon Gate;6.0;Orbs of Wisdom ;2022
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;1.0;The Emperor's Edge ;2010
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;2.0;Ice Cracker II ;2011
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;3.0;Dark Currents ;2011
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;4.0;Deadly Games ;2011
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;5.0;The Assassin's Curse ;2012
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;6.0;Conspiracy ;2012
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;7.0;Blood and Betrayal ;2012
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;8.0;Shadows Over Innocence ;2012
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;9.0;Beneath the Surface ;2013
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;10.0;Forged in Blood I ;2013
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;11.0;Forged in Blood II ;2013
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;12.0;Solstice Day Gifts ;2013
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;13.0;Republic ;2014
fiction_sf&fantasy;Lindsay Buroker;;The Emperor's Edge;14.0;Diplomats and Fugitives ;2015
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;1.0;Star Nomad ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;2.0;Honor's Flight ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;3.0;Starseers ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;4.0;Relic of Sorrows ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;5.0;Cleon Moon ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;6.0;Arkadian Skies ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;7.0;Perilous Hunt ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;8.0;End Game ;2016
fiction_sf&fantasy;Lindsay Buroker;;Fallen Empire;9.0;Cyborg Legacy ;2017
fiction_sf&fantasy;Lindsay Buroker;;Flash Gold Chronicles;1.0;Flash Gold ;2011
fiction_sf&fantasy;Lindsay Buroker;;Flash Gold Chronicles;2.0;Hunted ;2011
fiction_sf&fantasy;Lindsay Buroker;;Flash Gold Chronicles;3.0;Peacemaker ;2012
fiction_sf&fantasy;Lindsay Buroker;;Flash Gold Chronicles;4.0;Claimed ;2014
fiction_sf&fantasy;Lindsay Buroker;;Flash Gold Chronicles;5.0;Liberty ;2016
fiction_sf&fantasy;Lindsay Buroker;;Heritage of Power;1.0;Dragon Storm ;2017
fiction_sf&fantasy;Lindsay Buroker;;Heritage of Power;2.0;Revelations ;2017
fiction_sf&fantasy;Lindsay Buroker;;Heritage of Power;3.0;Origins ;2018
fiction_sf&fantasy;Lindsay Buroker;;Heritage of Power;4.0;Unraveled ;2018
fiction_sf&fantasy;Lindsay Buroker;;Heritage of Power;5.0;Gold Dragon ;2018
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;1.0;Hammered ;2022
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;2.0;Betrayed ;2022
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;3.0;Trolled ;2022
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;4.0;Tested ;2023
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;5.0;Wrenched ;2023
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;6.0;Fused ;2023
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;7.0;Wanted ;2023
fiction_sf&fantasy;Lindsay Buroker;;Legacy of Magic;8.0;Cursed ;2023
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;1.0;Mercenary Instinct ;2014
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;2.0;Trial and Temptation ;2014
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;3.0;The Assassin's Salvation ;2014
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;4.0;The Ruins of Karzelek ;2014
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;5.0;Mercenary Courage ;2015
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;6.0;The Pirate Captain's Daughter ;2015
fiction_sf&fantasy;Lindsay Buroker;;Mandrake Company;7.0;The Tracker's Dilemma ;2016
fiction_sf&fantasy;Lindsay Buroker;;Rust & Relics;1.0;Torrent ;2013
fiction_sf&fantasy;Lindsay Buroker;;Rust & Relics;2.0;Destiny Unchosen ;2014
fiction_sf&fantasy;Lindsay Buroker;;Rust & Relics;3.0;Thorn Fall ;2014
fiction_sf&fantasy;Lindsay Buroker;;Sky Full of Stars;1.0;Smuggler Ship ;2020
fiction_sf&fantasy;Lindsay Buroker;;Sky Full of Stars;2.0;The Rogue Prince ;2017
fiction_sf&fantasy;Lindsay Buroker;;Sky Full of Stars;3.0;Angle of Truth ;2017
fiction_sf&fantasy;Lindsay Buroker;;Sky Full of Stars;4.0;Stolen Legacy ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Guardians;1.0;Orion ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Guardians;2.0;Treyjon ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Guardians;3.0;Sagitta ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Guardians;4.0;Hierax ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Guardians;5.0;Zakota ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Guardians;6.0;Ariston ;2017
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;1.0;Shockwave ;2019
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;2.0;Ship of Ruin ;2019
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;3.0;Hero Code ;2019
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;4.0;Crossfire ;2019
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;5.0;Knight Protector ;2019
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;6.0;Gate Quest ;2019
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;7.0;Planet Killer ;2020
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;8.0;Home Front ;2020
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;9.0;Layers of Force ;2020
fiction_sf&fantasy;Lindsay Buroker;;Star Kingdom;10.0;Asylum ;2021
fiction_sf&fantasy;Lindsay Buroker;;Swords & Salt;1.0;A Question of Honor ;2013
fiction_sf&fantasy;Lindsay Buroker;;Swords & Salt;2.0;Labyrinths of the Heart ;2013
fiction_sf&fantasy;Lindsay Buroker;;Swords & Salt;3.0;Death from Below ;2013
fiction_sf&fantasy;Lindsay Buroker;;Tracking Trouble;1.0;Marked by Magic ;2023
fiction_sf&fantasy;Lindsay Buroker;;Tracking Trouble;2.0;Bound by Blood ;2023
fiction_sf&fantasy;Lindsay Buroker;;Tracking Trouble;3.0;Driven by Destiny ;2023
fiction_sf&fantasy;Lindsay Buroker;;Tracking Trouble;4.0;Pursued by Peril ;2024
fiction_sf&fantasy;Lindsay Buroker;;Tracking Trouble;5.0;Tested by Temptation ;2024
fiction_sf&fantasy;Lindsay Buroker;;Witch in Wolf Wood;1.0;Mind Over Magic ;2021
fiction_sf&fantasy;Lindsay Buroker;;Witch in Wolf Wood;2.0;Spell Hound ;2021
fiction_sf&fantasy;Lindsay Buroker;;Witch in Wolf Wood;3.0;Any Witch Way ;2021
fiction_sf&fantasy;Lindsay Buroker;;Witch in Wolf Wood;4.0;Moment of Tooth ;2022
fiction_sf&fantasy;Lindsay Buroker;;Witch in Wolf Wood;5.0;Charmed and Dangerous ;2022
thriller&crimi;Chris Carter;;Robert Hunter;0.5;The Hunter ;2013
thriller&crimi;Chris Carter;;Robert Hunter;1.0;The Crucifix Killer ;2009
thriller&crimi;Chris Carter;;Robert Hunter;2.0;The Executioner ;2010
thriller&crimi;Chris Carter;;Robert Hunter;3.0;The Night Stalker ;2011
thriller&crimi;Chris Carter;;Robert Hunter;4.0;The Death Sculptor ;2012
thriller&crimi;Chris Carter;;Robert Hunter;5.0;One by One ;2013
thriller&crimi;Chris Carter;;Robert Hunter;6.0;An Evil Mind ;2014
thriller&crimi;Chris Carter;;Robert Hunter;7.0;I am Death ;2015
thriller&crimi;Chris Carter;;Robert Hunter;8.0;The Caller ;2017
thriller&crimi;Chris Carter;;Robert Hunter;9.0;The Gallery of the Dead ;2018
thriller&crimi;Chris Carter;;Robert Hunter;10.0;Hunting Evil ;2019
thriller&crimi;Chris Carter;;Robert Hunter;11.0;Written in Blood ;2020
thriller&crimi;Chris Carter;;Robert Hunter;12.0;Genesis ;2022
thriller&crimi;Chris Carter;;Robert Hunter;13.0;The Death Watcher ;2024
thriller&crimi;Glenn Cooper;;Cal Donovan;1.0;Sign of the Cross ;2018
thriller&crimi;Glenn Cooper;;Cal Donovan;2.0;Three Marys ;2018
thriller&crimi;Glenn Cooper;;Cal Donovan;3.0;The Debt ;2019
thriller&crimi;Glenn Cooper;;Cal Donovan;4.0;The Showstone ;2019
thriller&crimi;Glenn Cooper;;Cal Donovan;5.0;The Fourth Prophecy ;2022
thriller&crimi;Glenn Cooper;;Cal Donovan;6.0;The Lost Pope ;2023
thriller&crimi;Glenn Cooper;;Down;1.0;Pinhole ;2014
thriller&crimi;Glenn Cooper;;Down;2.0;Portal ;2015
thriller&crimi;Glenn Cooper;;Down;3.0;Floodgate ;2015
thriller&crimi;Glenn Cooper;;Will Piper;1.0;Secret of the Seventh Son / Library of the Dead ;2009
thriller&crimi;Glenn Cooper;;Will Piper;2.0;Book of Souls ;2010
thriller&crimi;Glenn Cooper;;Will Piper;3.0;The Keepers of the Library ;2012
thriller&crimi;Glenn Cooper;;;;The Tenth Chamber ;2010
thriller&crimi;Glenn Cooper;;;;The Devil Will Come ;2011
thriller&crimi;Glenn Cooper;;;;Near Death ;2012
thriller&crimi;Glenn Cooper;;;;The Resurrection Maker ;2013
thriller&crimi;Glenn Cooper;;;;The Cure ;2020
thriller&crimi;Glenn Cooper;;;;The Taken Girls ;2021
thriller&crimi;Harlan Coben;;Myron Bolitar;01;Deal Breaker;
thriller&crimi;Harlan Coben;;Myron Bolitar;02;Drop Shot;
thriller&crimi;Harlan Coben;;Myron Bolitar;03;Fade Away;
thriller&crimi;Harlan Coben;;Myron Bolitar;04;Back Spin;
thriller&crimi;Harlan Coben;;Myron Bolitar;05;One False Move;
thriller&crimi;Harlan Coben;;Myron Bolitar;06;The Final Detail;
thriller&crimi;Harlan Coben;;Myron Bolitar;07;Darkest Fear;
thriller&crimi;Harlan Coben;;Myron Bolitar;08;Promise Me;
thriller&crimi;Harlan Coben;;Myron Bolitar;09;Long Lost;
thriller&crimi;Harlan Coben;;Myron Bolitar;10;Live Wire;
thriller&crimi;Harlan Coben;;Myron Bolitar;11;Home;
thriller&crimi;Harlan Coben;;Myron Bolitar;12;Think Twice;
thriller&crimi;Harlan Coben;;Mickey Bolitar;01;Shelter;
thriller&crimi;Harlan Coben;;Mickey Bolitar;02;Seconds Away;
thriller&crimi;Harlan Coben;;Mickey Bolitar;03;Found;
thriller&crimi;Harlan Coben;;Wilde;01;The Boy from the Woods;
thriller&crimi;Harlan Coben;;Wilde;02;The Match;
thriller&crimi;Harlan Coben;;Windsor Horne Lockwood III ;01;Win;
thriller&crimi;Harlan Coben;;;;Play Dead;
thriller&crimi;Harlan Coben;;;;Miracle Cure;
thriller&crimi;Harlan Coben;;;;Tell No One;
thriller&crimi;Harlan Coben;;;;Gone for Good;
thriller&crimi;Harlan Coben;;;;No Second Chance;
thriller&crimi;Harlan Coben;;;;Just One Look;
thriller&crimi;Harlan Coben;;;;The Innocent;
thriller&crimi;Harlan Coben;;;;The Woods;
thriller&crimi;Harlan Coben;;;;Hold Tight;
thriller&crimi;Harlan Coben;;;;Caught;
thriller&crimi;Harlan Coben;;;;Stay Close;
thriller&crimi;Harlan Coben;;;;Six Years;
thriller&crimi;Harlan Coben;;;;Missing You;
thriller&crimi;Harlan Coben;;;;The Stranger;
thriller&crimi;Harlan Coben;;;;Fool Me Once;
thriller&crimi;Harlan Coben;;;;Don't Let Go;
thriller&crimi;Harlan Coben;;;;Run Away;
thriller&crimi;Harlan Coben;;;;I Will Find You;
thriller&crimi;Jack Carr;;James Reece ;1.0;The Terminal List ;2018
thriller&crimi;Jack Carr;;James Reece ;2.0;True Believer ;2019
thriller&crimi;Jack Carr;;James Reece ;3.0;Savage Son ;2020
thriller&crimi;Jack Carr;;James Reece ;4.0;The Devil's Hand ;2021
thriller&crimi;Jack Carr;;James Reece ;5.0;In the Blood ;2022
thriller&crimi;Jack Carr;;James Reece ;6.0;Only the Dead ;2023
thriller&crimi;Jack Carr;;James Reece ;7.0;Red Sky Mourning ;2024
thriller&crimi;John Case;;;;The First Horseman, 1998;
thriller&crimi;John Case;;;;The Eighth Day, 2002;
thriller&crimi;John Case;;;;The Syndrome, 2001;
thriller&crimi;John Case;;;;The Genesis Code, 1997;
thriller&crimi;John Case;;;;Ghost Dancer, 2006;
thriller&crimi;John Case;;;;The Murder Artist, 2004;
thriller&crimi;John Connolly;;Charlie Parker ;1.0;The Dirty South;2020
thriller&crimi;John Connolly;;Charlie Parker ;2.0;Every Dead Thing;1999
thriller&crimi;John Connolly;;Charlie Parker ;3.0;Dark Hollow;2000
thriller&crimi;John Connolly;;Charlie Parker ;4.0;The Killing Kind;2001
thriller&crimi;John Connolly;;Charlie Parker ;5.0;The White Road;2002
thriller&crimi;John Connolly;;Charlie Parker ;6.0;The Black Angel;2005
thriller&crimi;John Connolly;;Charlie Parker ;7.0;The Unquiet;2007
thriller&crimi;John Connolly;;Charlie Parker ;8.0;The Reapers;2008
thriller&crimi;John Connolly;;Charlie Parker ;9.0;The Lovers;2009
thriller&crimi;John Connolly;;Charlie Parker ;9.5;The Whisperers;2010
thriller&crimi;John Connolly;;Charlie Parker ;10.0;The Burning Soul;2011
thriller&crimi;John Connolly;;Charlie Parker ;11.0;The Wrath of Angels;2012
thriller&crimi;John Connolly;;Charlie Parker ;12.0;The Wolf in Winter;2014
thriller&crimi;John Connolly;;Charlie Parker ;13.0;A Song of Shadows;2015
thriller&crimi;John Connolly;;Charlie Parker ;14.0;A Time of Torment;2016
thriller&crimi;John Connolly;;Charlie Parker ;15.0;A Game of Ghosts;2017
thriller&crimi;John Connolly;;Charlie Parker ;16.0;The Woman in the Woods;2018
thriller&crimi;John Connolly;;Charlie Parker ;17.0;A Book of Bones;2019
thriller&crimi;John Connolly;;Charlie Parker ;18.0;The Nameless Ones;2021
thriller&crimi;John Connolly;;Charlie Parker ;19.0;The Furies;2022
thriller&crimi;John Connolly;;Charlie Parker ;20.0;The Instruments of Darkness;2024
thriller&crimi;John Connolly;;;;The Book of Lost Things;
thriller&crimi;John Connolly;;;;The Land of Lost Things;
thriller&crimi;Lee Child ;;Jack Reacher;01;Killing Floor;
thriller&crimi;Lee Child ;;Jack Reacher;02;Die Trying;
thriller&crimi;Lee Child ;;Jack Reacher;03;Tripwire;
thriller&crimi;Lee Child ;;Jack Reacher;04;Running Blind / The Visitor;
thriller&crimi;Lee Child ;;Jack Reacher;05;Echo Burning;
thriller&crimi;Lee Child ;;Jack Reacher;06;Without Fail;
thriller&crimi;Lee Child ;;Jack Reacher;07;Persuader;
thriller&crimi;Lee Child ;;Jack Reacher;08;The Enemy;
thriller&crimi;Lee Child ;;Jack Reacher;09;One Shot;
thriller&crimi;Lee Child ;;Jack Reacher;10;The Hard Way;
thriller&crimi;Lee Child ;;Jack Reacher;11;Bad Luck and Trouble;
thriller&crimi;Lee Child ;;Jack Reacher;12;Nothing to Lose;
thriller&crimi;Lee Child ;;Jack Reacher;12.5;James Penney's New Identity / Guy Walks Into a Bar;
thriller&crimi;Lee Child ;;Jack Reacher;13;Gone Tomorrow;
thriller&crimi;Lee Child ;;Jack Reacher;14;61 Hours;
thriller&crimi;Lee Child ;;Jack Reacher;15;Worth Dying For;
thriller&crimi;Lee Child ;;Jack Reacher;15.5;Second Son;
thriller&crimi;Lee Child ;;Jack Reacher;16;The Affair;
thriller&crimi;Lee Child ;;Jack Reacher;16.5;Deep Down;
thriller&crimi;Lee Child ;;Jack Reacher;17;A Wanted Man;
thriller&crimi;Lee Child ;;Jack Reacher;17.5;High Heat;
thriller&crimi;Lee Child ;;Jack Reacher;18;Never Go Back;
thriller&crimi;Lee Child ;;Jack Reacher;18.5;Not a Drill;
thriller&crimi;Lee Child ;;Jack Reacher;19;Personal;
thriller&crimi;Lee Child ;;Jack Reacher;19.1;Good and Valuable Consideration;
thriller&crimi;Lee Child ;;Jack Reacher;19.5;Small Wars;
thriller&crimi;Lee Child ;;Jack Reacher;20;Make Me;
thriller&crimi;Lee Child ;;Jack Reacher;21;Night School;
thriller&crimi;Lee Child ;;Jack Reacher;22;The Midnight Line;
thriller&crimi;Lee Child ;;Jack Reacher;22.3;Too much time;
thriller&crimi;Lee Child ;;Jack Reacher;22.4;Faking a Murderer;
thriller&crimi;Lee Child ;;Jack Reacher;22.5;The Christmas Scorpion;
thriller&crimi;Lee Child ;;Jack Reacher;23;Past Tense;
thriller&crimi;Lee Child ;;Jack Reacher;23.5;The Fourth Man;
thriller&crimi;Lee Child ;;Jack Reacher;23.6;Cleaning the Gold;
thriller&crimi;Lee Child ;;Jack Reacher;24;Blue Moon;
thriller&crimi;Lee Child ;;Jack Reacher;25;The Sentinel ;
thriller&crimi;Lee Child ;;Jack Reacher;26;Better Off Dead ;
thriller&crimi;Lee Child ;;Jack Reacher;27;No Plan B ;
thriller&crimi;Lee Child ;;Jack Reacher;28;The Secret ;
thriller&crimi;Lee Child ;;Jack Reacher;29;In Too Deep ;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;01;Relic;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;02;Reliquary;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;03;The Cabinet of Curiosities;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;04;Still Life with Crows;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;05;Brimstone;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;06;Dance of Death;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;07;The Book of the Dead;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;08;The Wheel of Darkness;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;09;Cemetery Dance;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;10;Fever Dream;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;11;Cold Vengeance;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;12;Two Graves;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;12.5;Extraction;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;13;White Fire;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;14;Blue Labyrinth;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;15;Crimson Shore;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;16;The Obsidian Chamber;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;17;City of Endless Night;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;18;Verses for the Dead;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;18.5;The Strange Case of Monsieur Bertin;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;19;Crooked River;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;20;Bloodless;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;21;The Cabinet of Dr. Leng;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;22;Angel of Vengeance;
thriller&crimi;Lincoln Child;;Aloysius Pendergast;23;Choose Me(With: Gary Braver);
thriller&crimi;Lincoln Child;;Aloysius Pendergast;24;No Reason to Trust;
thriller&crimi;Lincoln Child;;Dr. Jeremy Logan;01;Deep Storm;
thriller&crimi;Lincoln Child;;Dr. Jeremy Logan;02;Terminal Freeze;
thriller&crimi;Lincoln Child;;Dr. Jeremy Logan;03;The Third Gate;
thriller&crimi;Lincoln Child;;Dr. Jeremy Logan;04;The Forgotten Room;
thriller&crimi;Lincoln Child;;Dr. Jeremy Logan;05;Full Wolf Moon;
thriller&crimi;Lincoln Child;;Dr. Jeremy Logan;06;Chrysalis;
thriller&crimi;Lincoln Child;;Gideon Crew;01;Gideon's Sword;
thriller&crimi;Lincoln Child;;Gideon Crew;02;Gideon's Corpse;
thriller&crimi;Lincoln Child;;Gideon Crew;03;The Lost Island;
thriller&crimi;Lincoln Child;;Gideon Crew;04;Beyond the Ice Limit;
thriller&crimi;Lincoln Child;;Gideon Crew;05;The Pharaoh Key;
thriller&crimi;Lincoln Child;;Nora Kelly;01;Thunderhead;
thriller&crimi;Lincoln Child;;Nora Kelly;02;Old Bones;
thriller&crimi;Lincoln Child;;Nora Kelly;03;The Scorpion's Tail;
thriller&crimi;Lincoln Child;;Nora Kelly;04;Diablo Mesa;
thriller&crimi;Lincoln Child;;Nora Kelly;05;Dead Mountain;
thriller&crimi;Lincoln Child;;Wyman Ford;01;Tyrannosaur Canyon;
thriller&crimi;Lincoln Child;;Wyman Ford;02;Blasphemy;
thriller&crimi;Lincoln Child;;Wyman Ford;03;Impact;
thriller&crimi;Lincoln Child;;Wyman Ford;04;The Kraken Project;
thriller&crimi;Lincoln Child;;;;Mount Dragon ;
thriller&crimi;Lincoln Child;;;;Riptide ;
thriller&crimi;Lincoln Child;;;;Death Match;
thriller&crimi;Lincoln Child;;;;The Ice Limit ;
thriller&crimi;Lincoln Child;;;;Utopia / Lethal Velocity;
thriller&crimi;Michael Connelly;;Harry Bosch;01;The Black Echo (1992);
thriller&crimi;Michael Connelly;;Harry Bosch;02;The Black Ice (1993);
thriller&crimi;Michael Connelly;;Harry Bosch;03;The Concrete Blonde (1994);
thriller&crimi;Michael Connelly;;Harry Bosch;04;The Last Coyote (1995);
thriller&crimi;Michael Connelly;;Harry Bosch;05;Trunk Music (1997);
thriller&crimi;Michael Connelly;;Harry Bosch;06;Angels Flight (1998);
thriller&crimi;Michael Connelly;;Harry Bosch;07;A Darkness More Than Night (2001);
thriller&crimi;Michael Connelly;;Harry Bosch;08;City Of Bones (2002);
thriller&crimi;Michael Connelly;;Harry Bosch;09;Lost Light (2003);
thriller&crimi;Michael Connelly;;Harry Bosch;10;The Narrows (2004);
thriller&crimi;Michael Connelly;;Harry Bosch;11;The Closers (2005);
thriller&crimi;Michael Connelly;;Harry Bosch;12;Echo Park (2006);
thriller&crimi;Michael Connelly;;Harry Bosch;13;The Overlook (2007);
thriller&crimi;Michael Connelly;;Harry Bosch;14;Nine Dragons (2009);
thriller&crimi;Michael Connelly;;Harry Bosch;14.3;Blue on Black;
thriller&crimi;Michael Connelly;;Harry Bosch;14.5;Suicide Run;
thriller&crimi;Michael Connelly;;Harry Bosch;14.6;Angle of Investigation;
thriller&crimi;Michael Connelly;;Harry Bosch;15;The Drop;
thriller&crimi;Michael Connelly;;Harry Bosch;16;The Black Box;
thriller&crimi;Michael Connelly;;Harry Bosch;16.5;Switchblade;
thriller&crimi;Michael Connelly;;Harry Bosch;17;The Burning Room;
thriller&crimi;Michael Connelly;;Harry Bosch;18;The Crossing;
thriller&crimi;Michael Connelly;;Harry Bosch;19;The Wrong Side of Goodbye;
thriller&crimi;Michael Connelly;;Harry Bosch;20;Two Kinds of Truth;
thriller&crimi;Michael Connelly;;Rene Ballard;1.0;The Late Show;
thriller&crimi;Michael Connelly;;Harry Bosch/Rene Ballard;21;Dark Sacred Night;
thriller&crimi;Michael Connelly;;Harry Bosch/Rene Ballard;22;The Night Fire;
thriller&crimi;Michael Connelly;;Harry Bosch/Rene Ballard;23;The Dark Hours;
thriller&crimi;Michael Connelly;;Harry Bosch/Rene Ballard;24;Desert Star;
thriller&crimi;Michael Connelly;;Harry Bosch/Rene Ballard;25;The Waiting;
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;01;The Lincoln Lawyer (2005);
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;02;The Brass Verdict (2008);
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;03;The Reversal (2010);
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;04;The Fifth Witness (2011);
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;05;The Gods of Guilt;
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;06;The Law of Innocence;
thriller&crimi;Michael Connelly;;Lincoln Lawyer/ Mickey Haller;07;Resurrection Walk;
thriller&crimi;Michael Connelly;;Jack Mcevoy;01;The Poet (1996);
thriller&crimi;Michael Connelly;;Jack Mcevoy;02;The Scarecrow (2009);
thriller&crimi;Michael Connelly;;Jack Mcevoy;03;Fair Warning;
thriller&crimi;Michael Connelly;;;;Void Moon;
thriller&crimi;Michael Connelly;;;;Chasing the Dime, 2002;
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;1.0;Postmortem ;1990
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;2.0;Body of Evidence ;1991
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;3.0;All That Remains ;1992
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;4.0;Cruel and Unusual ;1993
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;5.0;The Body Farm ;1994
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;6.0;From Potter's Field ;1995
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;7.0;Cause of Death ;1996
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;8.0;Unnatural Exposure ;1997
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;9.0;Point of Origin ;1998
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;10.0;Black Notice ;1999
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;11.0;The Last Precinct ;2000
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;12.0;Blow Fly ;2003
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;13.0;Trace ;2004
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;14.0;Predator ;2005
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;15.0;Book of the Dead ;2007
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;16.0;Scarpetta ;2008
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;17.0;The Scarpetta Factor ;2009
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;18.0;Port Mortuary ;2010
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;19.0;Red Mist ;2011
thriller&crimi;Patricia Cornwell;;Kay Scarpetta;20.0;The Bone Bed ;2012
