genre;Author F L;Co-authors;Series;Series number;Title;Year
thriller&crimi;Alan Jacobson;;OPSIG Team Black ;1.0;The Hunted ;2001
thriller&crimi;Alan Jacobson;;OPSIG Team Black ;2.0;Hard Target ;2012
thriller&crimi;Alan Jacobson;;OPSIG Team Black ;3.0;The Lost Codex ;2015
thriller&crimi;Alan Jacobson;;OPSIG Team Black ;4.0;Dark Side of the Moon ;2018
fiction_sf&fantasy;Kim Harrison ;;The Hollows;1.0;Dead Witch Walking ;2004
fiction_sf&fantasy;Kim Harrison ;;The Hollows;2.0;The Good, the Bad, and the Undead ;2005
fiction_sf&fantasy;Kim Harrison ;;The Hollows;3.0;Every Which Way But Dead ;2005
fiction_sf&fantasy;Kim Harrison ;;The Hollows;4.0;A Fistful of Charms ;2006
fiction_sf&fantasy;Kim Harrison ;;The Hollows;5.0;For a Few Demons More ;2007
fiction_sf&fantasy;Kim Harrison ;;The Hollows;6.0;The Outlaw Demon Wails ;2008
fiction_sf&fantasy;Kim Harrison ;;The Hollows;7.0;White Witch, Black Curse ;2009
fiction_sf&fantasy;Kim Harrison ;;The Hollows;8.0;Black Magic Sanction ;2010
fiction_sf&fantasy;Kim Harrison ;;The Hollows;9.0;Pale Demon ;2011
fiction_sf&fantasy;Kim Harrison ;;The Hollows;10.0;The Hollows Insider ;2011
fiction_sf&fantasy;Kim Harrison ;;The Hollows;11.0;A Perfect Blood ;2012
fiction_sf&fantasy;Kim Harrison ;;The Hollows;12.0;Trouble on Reserve ;2012
fiction_sf&fantasy;Kim Harrison ;;The Hollows;13.0;Ever After ;2013
fiction_sf&fantasy;Kim Harrison ;;The Hollows;14.0;The Undead Pool ;2014
fiction_sf&fantasy;Kim Harrison ;;The Hollows;15.0;The Witch With No Name ;2014
fiction_sf&fantasy;Kim Harrison ;;The Hollows;16.0;Sudden Backtrack ;2014
fiction_sf&fantasy;Kim Harrison ;;The Hollows;17.0;Waylaid ;2016
fiction_sf&fantasy;Kim Harrison ;;The Hollows;18.0;The Turn ;2017
fiction_sf&fantasy;Kim Harrison ;;The Hollows;19.0;American Demon ;2020
fiction_sf&fantasy;Kim Harrison ;;The Hollows;20.0;Million Dollar Demon ;2021
fiction_sf&fantasy;Kim Harrison ;;The Hollows;21.0;Trouble With the Cursed ;2022
fiction_sf&fantasy;Kim Harrison ;;The Hollows;22.0;Demons of Good and Evil ;2023
fiction_sf&fantasy;Kim Harrison ;;The Hollows;23.0;Demon's Bluff ;2024
thriller&crimi;Simon Kernik;;Tina Boyd ;1.0;The Crime Trade;
thriller&crimi;Simon Kernik;;Tina Boyd ;2.0;Relentless;
thriller&crimi;Simon Kernik;;Tina Boyd ;3.0;Deadline;
thriller&crimi;Simon Kernik;;Tina Boyd ;4.0;Target;
thriller&crimi;Simon Kernik;;Tina Boyd ;5.0;The Last 10 Seconds;
thriller&crimi;Simon Kernik;;Tina Boyd ;6.0;Ultimatum;
thriller&crimi;Simon Kernik;;Tina Boyd ;7.0;The Final Minute;
thriller&crimi;Simon Kernik;;DI Ray Mason;1.0;The Witness;
thriller&crimi;Simon Kernik;;DI Ray Mason;2.0;The Bone Field;
thriller&crimi;Simon Kernik;;DI Ray Mason;3.0;The Hanged Man;
thriller&crimi;Simon Kernik;;DI Ray Mason;4.0;Die Alone;
thriller&crimi;Simon Kernik;;Dennis Milne;1.0;The Business of Dying;
thriller&crimi;Simon Kernik;;Dennis Milne;2.0;A Good Day to Die;
thriller&crimi;Simon Kernik;;Dennis Milne;3.0;The Payback;
thriller&crimi;Simon Kernik;;Scope;1.0;Siege;
thriller&crimi;Simon Kernik;;Scope;2.0;Stay Alive;
thriller&crimi;Philip Kerr;;Bernie Gunther;1.0;March Violets ;1989
thriller&crimi;Philip Kerr;;Bernie Gunther;2.0;The Pale Criminal ;1990
thriller&crimi;Philip Kerr;;Bernie Gunther;3.0;A German Requiem ;1991
thriller&crimi;Philip Kerr;;Bernie Gunther;4.0;The One from the Other ;2006
thriller&crimi;Philip Kerr;;Bernie Gunther;5.0;A Quiet Flame ;2008
thriller&crimi;Philip Kerr;;Bernie Gunther;6.0;Field Gray ;2010
thriller&crimi;Philip Kerr;;Bernie Gunther;7.0;If The Dead Rise Not ;2010
thriller&crimi;Philip Kerr;;Bernie Gunther;8.0;Prague Fatale ;2011
thriller&crimi;Philip Kerr;;Bernie Gunther;9.0;A Man Without Breath ;2013
thriller&crimi;Philip Kerr;;Bernie Gunther;10.0;The Lady from Zagreb ;2015
thriller&crimi;Philip Kerr;;Bernie Gunther;11.0;The Other Side of Silence ;2016
thriller&crimi;Philip Kerr;;Bernie Gunther;12.0;Prussian Blue ;2017
thriller&crimi;Philip Kerr;;Bernie Gunther;13.0;Greeks Bearing Gifts ;2018
thriller&crimi;Philip Kerr;;Bernie Gunther;14.0;Metropolis ;2019
thriller&crimi;Philip Kerr;;Children Of The Lamp;1.0;The Akhenaten Adventure ;2004
thriller&crimi;Philip Kerr;;Children Of The Lamp;2.0;The Blue Djinn of Babylon ;2005
thriller&crimi;Philip Kerr;;Children Of The Lamp;3.0;The Cobra King of Kathmandu ;2006
thriller&crimi;Philip Kerr;;Children Of The Lamp;4.0;The Day of the Djinn Warriors ;2007
thriller&crimi;Philip Kerr;;Children Of The Lamp;5.0;The Eye of the Forest ;2008
thriller&crimi;Philip Kerr;;Children Of The Lamp;6.0;The Five Fakirs of Faizabad ;2010
thriller&crimi;Philip Kerr;;Children Of The Lamp;7.0;The Grave Robbers of Genghis Khan ;2011
thriller&crimi;Philip Kerr;;Scott Manson ;;January Window ;2014
thriller&crimi;Philip Kerr;;Scott Manson ;;Hand of God ;2015
thriller&crimi;Philip Kerr;;Scott Manson ;;False Nine ;2015
thriller&crimi;Philip Kerr;;Scott Manson ;;A Philosophical Investigation ;1992
thriller&crimi;Philip Kerr;;Scott Manson ;;Dead Meat ;1993
thriller&crimi;Philip Kerr;;Scott Manson ;;Gridiron / The Grid ;1995
thriller&crimi;Philip Kerr;;Scott Manson ;;Esau ;1996
thriller&crimi;Philip Kerr;;Scott Manson ;;A Five;Year Plan 
thriller&crimi;Philip Kerr;;Scott Manson ;;The Second Angel ;1999
thriller&crimi;Philip Kerr;;Scott Manson ;;The Shot ;1999
thriller&crimi;Philip Kerr;;Scott Manson ;;Dark Matter ;2002
thriller&crimi;Philip Kerr;;Scott Manson ;;Hitler's Peace ;2005
thriller&crimi;Philip Kerr;;Scott Manson ;;Prayer ;2013
thriller&crimi;Philip Kerr;;Scott Manson ;;The Winter Horses ;2014
thriller&crimi;Philip Kerr;;Scott Manson ;;Research ;2014
thriller&crimi;Philip Kerr;;Scott Manson ;;The Most Frightening Story Ever Told ;2016
thriller&crimi;Andrew Klavan;;Weiss & Bishop;1.0;Dynamite Road ;2003
thriller&crimi;Andrew Klavan;;Weiss & Bishop;2.0;Shotgun Alley ;2004
thriller&crimi;Andrew Klavan;;Weiss & Bishop;3.0;Damnation Street ;2005
thriller&crimi;Andrew Klavan;;Homelanders;1.0;The Last Thing I Remember ;2009
thriller&crimi;Andrew Klavan;;Homelanders;2.0;The Long Way Home ;2009
